Headline,Body ID,Stance,actual,predicted,prob_0,prob_1,prob_2,prob_3
High school student scores $72M playing the stock market,1858,disagree,disagree,discuss,0.07474052,0.07714272,0.82657033,0.021546384
"Rare meteorite impact causes blast in Nicaragua's capital, Managua",1948,unrelated,unrelated,unrelated,1.6824907e-06,1.5421412e-07,8.269277e-06,0.99998987
Michael Zehaf-Bibeau was shot nearly a dozen times before Kevin Vickers fatally wounded him,1568,unrelated,unrelated,unrelated,2.6722955e-05,1.3829486e-05,0.00014082903,0.9998186
McDonald’s Will Stop Serving Overweight Customers Beginning 1/1/15,1383,unrelated,unrelated,unrelated,0.032895442,0.00041185194,0.035348322,0.9313444
"Jeh Johnson: Politicians Shouldn't 'Feed The Flames Of Fear' Over ISIS, Ebola",742,discuss,discuss,discuss,0.010060764,0.0030629288,0.8834963,0.10338007
Is There an ISIS Threat on the Texas-Mexico Border or Not?,130,unrelated,unrelated,unrelated,3.0627994e-05,2.1909068e-06,2.0949377e-05,0.99994624
YPG Confirms: Gill Rosenberg Not Captured in Kobani,214,unrelated,unrelated,unrelated,7.4312534e-06,1.3899419e-06,1.1810056e-05,0.9999794
What One Homeless Man Does with $100 Will Astonish You (VIDEO),359,unrelated,unrelated,unrelated,0.006017823,0.00089003326,0.0048101395,0.988282
Seven girls as young as 13 become pregnant on a school trip,2125,disagree,disagree,discuss,0.057990674,0.007777339,0.9212802,0.012951828
Senator: Detainees swapped for Bergdahl have contacted militants,2314,unrelated,unrelated,unrelated,9.107151e-06,1.493742e-06,2.5303094e-05,0.9999641
"Is Apple about to launch a totally redesigned, 12-inch MacBook Air?",480,unrelated,unrelated,unrelated,6.875681e-05,9.79272e-06,3.0764615e-05,0.9998907
Ottawa investigates reports that Isis has captured Canadian-Israeli woman,2445,unrelated,unrelated,unrelated,3.3542925e-05,2.6465974e-05,1.7957866e-05,0.99992204
Pumpkin Spice condoms? Don't fall for this hoax.,2330,unrelated,unrelated,unrelated,2.0073121e-05,1.1008461e-05,8.819322e-05,0.9998807
Weaponized Ebola? ISIS Militants Said To Contract Deadly Virus,720,unrelated,unrelated,unrelated,2.5559986e-05,1.2029909e-06,2.1377422e-05,0.99995184
Video Purports To Show Beheading Of U.S. Journalist By Militants,1336,discuss,discuss,discuss,0.033904027,0.00046398732,0.95404756,0.011584406
Boyfriend cuts off his penis and throws it in the bin after girlfriend dumps him for being bad in bed,2033,unrelated,unrelated,unrelated,3.9108872e-06,2.5930447e-06,7.026753e-06,0.9999864
Apple May Or May Not Hold An Event On The 24th Of February [Rumor],374,unrelated,unrelated,unrelated,7.5638122e-06,1.8927374e-06,3.9505107e-06,0.99998665
Rats are still running around at Vogue,618,unrelated,unrelated,unrelated,0.055414915,0.006816544,0.3019285,0.63584006
REPORT: The Batmobile Might Have Been Stolen In Detroit,734,unrelated,unrelated,unrelated,0.00087503874,0.000120996665,0.0009807365,0.9980233
"US, UK eye rapper as British-born militant who beheaded journalist James Foley",913,unrelated,unrelated,unrelated,0.00014091398,5.6615965e-05,0.0018039742,0.9979984
Obama Denounces James Foley's Execution: 'Today The Entire World Is Appalled',1679,discuss,discuss,discuss,0.22908148,0.044245683,0.6516788,0.07499397
Amazon's first brick-and-mortar store said to open in Manhattan,986,unrelated,unrelated,unrelated,2.4302071e-05,4.9458895e-06,6.8470275e-05,0.99990225
Nigerians doubtful of girls' release after Boko Haram 'truce' breached,1761,discuss,discuss,discuss,0.36978307,0.07013408,0.5599291,0.00015381163
AWESOME! Canadian Parliament’s Sergeant-at-Arms Kevin Vickers Takes Out Gunman,2113,discuss,discuss,discuss,0.3766693,0.0189136,0.6041461,0.00027101304
Emotional sergeant-at-arms is greeted back to parliament with a rousing standing ovation a day after he heroically shot dead terrorist - the first time he used weapon in 30 year career,524,unrelated,unrelated,unrelated,6.8802393e-07,5.962408e-07,1.2167604e-06,0.9999975
DHS Rebuffs Congressman’s Claim ISIS Infiltrating Southern Border,2385,agree,agree,discuss,0.10222081,0.059968673,0.83764505,0.00016542609
Kim Jong-un: Absent North Korean leader is 'recovering from ankle surgery',524,unrelated,unrelated,unrelated,9.3202397e-07,9.2243675e-07,1.0730314e-06,0.999997
Christian Bale will not play Steve Jobs,1234,unrelated,unrelated,unrelated,3.1998305e-05,5.398813e-06,4.165731e-05,0.99992096
"Boko Haram denies cease-fire, leader says he married off kidnapped girls",1966,unrelated,unrelated,unrelated,0.0025814406,0.00022782794,0.06371102,0.9334797
Indian worker sacked after going on leave for 24 years,1103,unrelated,unrelated,unrelated,0.00045529794,0.00010754109,0.0005126833,0.99892443
IS Fighters Seize Weapons Cache Meant for Kurds,1234,unrelated,unrelated,unrelated,4.7835206e-06,1.3561116e-06,7.1553613e-06,0.99998665
Big Bank Hank dead: Sugarhill Gang member and rapper dies aged 57,2421,unrelated,unrelated,unrelated,9.576141e-07,8.6118274e-07,1.0954187e-06,0.99999714
Nicaragua says meteorite probable cause of blast in capital,524,unrelated,unrelated,unrelated,9.2134505e-06,8.105872e-06,1.0635537e-05,0.999972
Batman Set To Play Steve Jobs In Upcoming Biopic,1841,disagree,disagree,discuss,0.44639102,0.062477272,0.4901215,0.0010102356
Christian Bale Pulls Out of Upcoming Steve Jobs Biopic,1234,unrelated,unrelated,unrelated,2.495256e-06,8.8266e-07,3.2560447e-06,0.9999933
Cold Turkey,1597,agree,agree,agree,0.67706746,0.050156884,0.17730251,0.09547314
You may be able to make appointments at the Apple Store to try on the Apple Watch when it launches,307,discuss,discuss,discuss,0.011288701,0.0018653428,0.98111844,0.005727481
Islamic State claims it executed American photojournalist James Foley,2127,unrelated,unrelated,unrelated,1.2769529e-05,1.628894e-05,2.7986871e-05,0.9999429
New Audio Recording From Ferguson May Capture Michael Brown Shooting,1950,unrelated,unrelated,unrelated,6.1642804e-06,3.454504e-07,1.5211136e-05,0.9999783
"Obama, Outraged Over Beheading, Vows to Stay on Course",2070,unrelated,unrelated,unrelated,2.1996416e-06,5.0775435e-07,3.1704367e-06,0.99999416
"Yang Hu, worker in Zhejiang, cuts off own penis over desperation of finding love",1954,unrelated,unrelated,unrelated,2.6986863e-06,1.0678149e-06,6.813357e-06,0.9999894
Official: Gitmo prisoner traded for Bergdahl reaching out to Taliban,236,unrelated,unrelated,unrelated,8.9694095e-06,3.634612e-06,3.6025322e-06,0.9999838
"12in Retina MacBook Air release date rumours: All-new 12in MacBook Air design for 2015, launching at WWDC?",480,unrelated,unrelated,unrelated,4.95218e-06,4.738415e-07,1.9166969e-06,0.9999926
Audio recording allegedly captures at least 10 shots fired in Michael Brown killing,1299,unrelated,unrelated,unrelated,2.8928687e-06,2.9741113e-06,5.9545364e-06,0.9999882
Is the iPhone 6 Really Pulling Out Your Hair?,867,unrelated,unrelated,unrelated,1.36669105e-05,3.0930727e-07,5.7493715e-05,0.9999285
NBC weatherman caught urinating in the woods live on air,1724,unrelated,unrelated,unrelated,2.253247e-05,3.6678877e-05,3.9223974e-05,0.99990153
Man chops off his own penis after girlfriend told him he was no good in bed,2330,unrelated,unrelated,unrelated,7.2346847e-06,1.7857552e-05,6.604185e-05,0.9999088
A bunch of cool health features were cut from the Apple Watch at the last minute,1948,unrelated,unrelated,unrelated,6.5188806e-07,7.217295e-08,4.9900286e-06,0.9999943
Did Josh Paler Lin Stage His Viral Video About Helping the Homeless?,320,unrelated,unrelated,unrelated,0.00030829097,7.801539e-05,0.0031545986,0.99645907
7 Bosnian teens get pregnant on school trip,1408,unrelated,unrelated,unrelated,5.463876e-06,4.2192623e-06,1.0981507e-05,0.9999794
CNN Posts Alleged Audio of Michael Brown Shooting,1916,discuss,discuss,discuss,0.15163276,0.035903107,0.80802536,0.0044387686
'They ate through the ceilings and pooped on the keyboards': Rats are 'taking over' Vogue's new World Trade Center office and Anna Wintour 'no longer wants to work there',834,discuss,discuss,discuss,0.10167248,0.004715459,0.8929248,0.00068720616
iPhone Game Developer Quits Job By Hiding The Greatest Letter Of Resignation Ever Inside His Game,1372,unrelated,unrelated,unrelated,1.9030153e-07,4.157527e-07,1.1513705e-06,0.9999982
"Soldier shot, Parliament locked down after gunfire erupts at war memorial",2347,agree,agree,discuss,0.24512163,0.028119944,0.725773,0.0009854996
This Powerful Cartoon About The Charlie Hebdo Attack Is Not By Banksy,730,unrelated,unrelated,unrelated,1.4186002e-05,4.138769e-06,1.803437e-05,0.99996364
God Is A Woman – Resurrected Father Narated,2240,agree,agree,discuss,0.22912674,0.007965564,0.7626484,0.00025931082
"Boko Haram Could Release Kidnapped Girls, Nigerian Officials Say",955,discuss,discuss,discuss,0.14132011,0.014721278,0.84385157,0.00010699631
Wife and child of Islamic State leader Baghdadi held in Lebanon,365,unrelated,unrelated,unrelated,0.0055509238,0.0029494427,0.09586127,0.89563835
Report: Audio Reveals Pause Between Gunshots When Michael Brown Was Shot,1715,discuss,discuss,discuss,0.13205962,0.01772506,0.85019374,2.1644082e-05
Guantanamo detainee freed in Bowe Bergdahl swap 'back to terrorism',2328,unrelated,unrelated,unrelated,4.0720497e-05,1.7482113e-05,3.6250873e-05,0.9999056
Report: NYPD to stop arresting people for minor marijuana offenses,139,unrelated,unrelated,unrelated,0.00042639143,0.0001950949,0.00019250116,0.999186
"No, a spider (probably) didn't crawl through a man's body for several days",1819,disagree,disagree,agree,0.5532305,0.25700712,0.16764285,0.022119544
Aaron Sorkin Confirms Christian Bale Will Play Steve Jobs,1226,disagree,disagree,discuss,0.08264886,0.0046958947,0.91264397,1.1319879e-05
Who Is Michael Zehaf-Bibeau? Ottawa Shooter Suspect Identified By Canadian Officials ,1720,unrelated,unrelated,unrelated,2.4207673e-06,1.680734e-06,2.5419286e-06,0.9999933
Amazon's first brick-and-mortar store said to open in Manhattan,320,unrelated,unrelated,unrelated,0.0007938573,0.00013444055,0.0028324218,0.9962393
"Batmobile Stolen From ""Batman v Superman: Dawn of Justice"" Set, Zack Snyder Knows Who Did It",529,unrelated,unrelated,unrelated,9.794567e-06,1.8193323e-06,7.480127e-06,0.9999809
ISIS Leader Killed: Abu Bakr Al-Baghdadi Reportedly Killed By U.S. Airstrike,1686,unrelated,unrelated,unrelated,4.83735e-07,1.5301227e-07,8.661678e-07,0.99999845
Kim Jong-Un 'bans the name Kim Jong-un',979,unrelated,unrelated,unrelated,6.591263e-07,1.0131152e-07,5.902118e-07,0.9999987
Boko Haram denies truce to release kidnapped schoolgirls,459,unrelated,unrelated,unrelated,4.003197e-06,2.087204e-06,2.4824246e-06,0.9999914
Report: NYPD to stop arresting people for minor marijuana offenses,1170,unrelated,unrelated,unrelated,0.004688667,0.002348313,0.0027679685,0.9901951
"Vice Media Chief Said to Pay $300,000 for Dinner for 30",1787,unrelated,unrelated,unrelated,0.0057261987,0.0009869934,0.014676792,0.97861004
Lynch mob chop man's penis off after catching him allegedly trying to rape teenager,1981,agree,agree,discuss,0.3048612,0.01390385,0.6812166,1.8403329e-05
"Nigeria, Boko Haram reach ceasefire deal, kidnapped girls to go free, official says",1821,discuss,discuss,discuss,0.28612706,0.010642531,0.7030515,0.00017888582
It’s About To Get Harder To Be Arrested For Pot Possession In New York City,1383,unrelated,unrelated,unrelated,0.0035572213,0.00011419346,0.008024908,0.98830366
Apple’s next MacBook could be a 12-inch MacBook Air,1234,unrelated,unrelated,unrelated,5.8293344e-06,6.175807e-07,3.2933758e-06,0.9999902
New York City Plans to End Arrests for Possession of Small Amounts of Marijuana,1406,discuss,discuss,discuss,0.32965344,0.0038656641,0.6655123,0.0009685843
Nun gives birth to surprise baby after complaining of stomach pains,2009,unrelated,unrelated,unrelated,1.9890465e-05,5.0981275e-06,5.836312e-05,0.9999167
ISIS militants appear to behead abducted American journalist James Wright Foley in graphic video,2127,unrelated,unrelated,unrelated,3.121545e-06,1.379281e-06,9.124333e-06,0.9999864
Priest who died for 48 minutes says he met God and she’s a woman,1014,agree,agree,discuss,0.24042143,0.016019795,0.7435143,4.4497127e-05
"Seven High School Girls Get Pregnant On Five-Day School Trip, Parents Outraged",2504,agree,agree,discuss,0.041042853,0.0011142382,0.9577445,9.849194e-05
Axl Rose Dead? Of Course Not — Tiresome Internet Death Hoax Plague Hits Guns N’ Roses Frontman,144,unrelated,unrelated,unrelated,9.184806e-05,7.4005643e-06,0.00011142599,0.9997893
Tips for Chinese choosing an English name,1987,unrelated,unrelated,unrelated,0.0004082313,8.638429e-05,0.0015023664,0.99800307
Anyone for dog meat soup? Kim Jong-Un considers opening restaurant in Scotland selling North Korean delicacies,955,unrelated,unrelated,unrelated,2.3935763e-05,8.8356655e-06,3.5987636e-05,0.9999312
Report: Exec popped for $300k dinner after run at blackjack,1791,discuss,discuss,discuss,0.034037117,0.018091852,0.57530206,0.37256896
Islamic State Militants Claim to Have Beheaded US Journalist James Wright Foley,1336,discuss,discuss,discuss,0.11197701,0.03640331,0.85144246,0.00017720283
The baby from Teletubbies reveals herself,2227,agree,agree,discuss,0.11755726,0.0022961474,0.880137,9.560554e-06
James Foley remembered as 'brave and tireless' journalist,704,unrelated,unrelated,unrelated,2.7205924e-06,2.3536582e-07,4.577196e-06,0.9999925
Report: Fence jumper made it into East Room of White House,1804,unrelated,unrelated,unrelated,4.374147e-06,1.4161961e-06,5.791864e-06,0.99998844
Axl Rose NOT Dead: Fake MSNBC Death Hoax Goes Viral On Facebook,1859,agree,agree,agree,0.4807223,0.04691799,0.47210044,0.00025922363
Alleged audio of Michael Brown shooting released,666,unrelated,unrelated,unrelated,1.0262773e-05,3.1013553e-06,1.4700911e-05,0.999972
"Nun gives birth, intends to keep baby",1597,unrelated,unrelated,discuss,0.029216623,0.02301251,0.53276074,0.41501012
"Woman, Ting Su, Finds Husband Cheating With Her Own Twin, Gets Spectacular Revenge",2272,unrelated,unrelated,unrelated,1.7912861e-06,1.0340503e-07,4.227826e-06,0.9999939
Attorney: New audio reveals pause in gunfire when Michael Brown was shot,169,unrelated,unrelated,unrelated,1.3596087e-05,4.0945756e-06,8.9555115e-06,0.9999733
Islamic Militants Post Video Claiming to Show Beheading of U.S. Journalist,524,unrelated,unrelated,unrelated,4.976481e-06,2.9799899e-06,5.1562383e-06,0.9999869
Nigeria Boko Haram blamed for raids despite truce claim,320,unrelated,unrelated,unrelated,2.6870255e-05,7.2063717e-06,4.338321e-05,0.9999225
Married TV actor wakes up to find his testicles have been STOLEN after he is drugged in Russian bar by attractive blonde working for organ traffickers,1519,unrelated,unrelated,unrelated,1.3698399e-05,8.903307e-07,1.3925056e-05,0.9999715
"No, that broken pencil illustration isn't by Banksy",2070,agree,agree,discuss,0.15781176,0.0022018203,0.8397678,0.00021858286
Blundering boyfriend burns down college after trying to impress his girlfriend with elaborate marriage proposal,842,unrelated,unrelated,unrelated,0.0018018205,0.001014406,0.0027628308,0.99442095
Nigeria: hopes for return of kidnapped schoolgirls rise after ceasefire reported,171,unrelated,unrelated,unrelated,4.140952e-05,5.4932724e-07,2.4543197e-05,0.9999335
Mystery man slaps shoppers around head for sneezing,34,unrelated,unrelated,unrelated,1.969195e-05,2.124158e-06,1.5663898e-05,0.99996257
Kidnapped Nigerian schoolgirls: Government claims ceasefire deal with Boko Haram that will bring missing girls home,1430,discuss,discuss,discuss,0.010717446,0.00040056705,0.9885444,0.00033762155
"Suspected meteorite leaves crater in Managua, is linked to asteroid",1948,unrelated,unrelated,unrelated,9.992903e-07,1.847088e-07,6.628629e-06,0.99999213
Comcast gets customer fired for complaining about poor service,2009,unrelated,unrelated,unrelated,2.78612e-06,2.0533296e-06,4.270619e-06,0.99999094
"Rare meteorite impact causes blast in Nicaragua's capital, Managua",1573,disagree,disagree,discuss,0.016987976,0.014116022,0.9688167,7.9290134e-05
ISIS pays tribute to its 'Cub of Baghdadi' child soldier,2288,unrelated,unrelated,unrelated,5.4999646e-06,6.9634557e-06,3.4097889e-06,0.99998415
CNN plays chilling audio recording allegedly from Michael Brown shooting: “At least 11 shots”,1934,discuss,discuss,discuss,0.13014714,0.00107272,0.8687298,5.0275725e-05
A Letter Lego Sent to Parents in 1974 Holds an Important Message for the Parents of 2014,2412,unrelated,unrelated,unrelated,1.6516393e-05,9.712849e-06,1.1081774e-05,0.9999627
Does ISIS Have Ebola? Probably Not! Media Reports It Anyway,263,unrelated,unrelated,unrelated,0.0013224644,4.924223e-05,0.0013973903,0.99723095
'No hard evidence' of Isis claims it kidnapped Canadian-Israeli woman Gill Rosenberg,2067,unrelated,unrelated,unrelated,8.791736e-05,1.2006144e-06,0.00015123743,0.9997596
Iraqi and Kurdish media reports cases of Ebola among Islamic State fighters in Mosul,2003,discuss,discuss,discuss,0.06980151,0.004009033,0.92610735,8.217212e-05
Amazon Is Going To Open A Physical Store!,1840,unrelated,unrelated,unrelated,0.00012006561,1.6857406e-05,0.0023211497,0.9975419
"Meet Magneto Boy, the kid who attracts metal with his body",1006,unrelated,unrelated,unrelated,5.0594787e-07,2.1157364e-07,3.4466323e-06,0.9999958
Amazon's Newest Tablet Will Come With Free News From The Washington Post,2330,unrelated,unrelated,unrelated,0.00036476625,0.00048576744,0.0018558636,0.99729353
Sources: Guns N' Roses Frontman Axl Rose Found Dead in West Hollywood Home at Age 52,2166,discuss,discuss,discuss,0.21888451,0.022123259,0.75896555,2.6699881e-05
North Korea directive reveals apparent ban on sharing Kim Jong-un’s name,1125,unrelated,unrelated,unrelated,2.4278602e-06,2.8695658e-06,9.102154e-06,0.9999856
Nigerians doubtful of girls' release after Boko Haram 'truce' breached,2088,unrelated,unrelated,unrelated,8.721214e-06,6.314202e-06,1.8825018e-05,0.99996614
"James Foley: American Journalist, James Wright Foley Beheaded in New ISIS Video [Breaking News]",2070,unrelated,unrelated,unrelated,5.144073e-07,2.1308325e-07,2.219756e-06,0.999997
Al-Shabab leader who ordered Kenya mall massacre believed killed in US drone attack in Somalia,2328,unrelated,unrelated,unrelated,8.308207e-07,2.833405e-07,1.0372826e-06,0.99999785
REPORTS: JORDANIAN KING PERSONALLY FLYING SORTIES AGAINST ISIS,1840,unrelated,unrelated,unrelated,1.1570473e-05,5.5048527e-06,8.417743e-05,0.9998988
Airport worker strips naked at security scanner in protest against guards,989,unrelated,unrelated,unrelated,1.115576e-05,8.771033e-06,1.0283051e-05,0.99996984
That Was Fast: Christian Bale Bails on Steve Jobs Biopic,454,agree,agree,agree,0.77212685,0.08064444,0.14716826,6.037976e-05
Time Capsule from Paul Revere and Samuel Adams Discovered in Boston,2288,agree,agree,discuss,0.37369496,0.12613517,0.50015855,1.1303372e-05
Boko Haram Denies Nigeria Cease-Fire Claim,34,unrelated,unrelated,unrelated,1.3877708e-05,9.79966e-07,1.3116401e-05,0.999972
Media reports identify Londoner as Islamic State's ‘Jihadi John’,2328,unrelated,unrelated,unrelated,2.1993276e-06,7.140008e-07,2.724999e-06,0.9999944
Report: Fence jumper made it into East Room of White House,2303,discuss,discuss,discuss,0.22817338,0.0132548995,0.7583059,0.00026585205
Are Rumors of the Apple Watch in Feb True?,1012,unrelated,unrelated,unrelated,3.2284974e-05,2.71032e-06,1.5206642e-05,0.9999498
North Korean dictator Kim Jong-Un to open restaurant in Scotland,2314,unrelated,unrelated,unrelated,7.308329e-07,4.7682633e-07,1.8790986e-06,0.9999969
Turkish president says American weapons drop for Kurdish fighters was 'wrong' after supplies end up in the hands of ISIS,570,unrelated,unrelated,unrelated,2.1846138e-06,8.002665e-07,8.954892e-06,0.9999881
Tourist dubbed ‘Spider Man’ after spider burrows under skin for days,2009,unrelated,unrelated,unrelated,1.4891546e-06,6.595963e-07,1.5709463e-06,0.9999963
BREAKING UDPATED: ISIS REPORTEDLY USE CHEMICAL WEAPONS IN KOBANE,618,unrelated,unrelated,unrelated,6.894544e-06,2.9880764e-06,6.526976e-06,0.99998355
Watch NAKED airport worker walk through scanner in bizarre protest against 'rough' guards,1358,unrelated,unrelated,unrelated,3.734436e-05,8.015786e-05,8.263525e-05,0.9997999
Dog found abandoned outside railway station with suitcase of his belongings,144,unrelated,unrelated,unrelated,0.00020950328,9.068923e-06,0.00030325132,0.99947816
"ISIS Militants In Mosul Have Contracted Ebola, Iraqi Media Sources Claim",2075,discuss,discuss,discuss,0.0630132,0.0057852105,0.93109417,0.000107422646
Mirfield man's tears of joy after lost voicemail of wife retrieved,1406,unrelated,unrelated,unrelated,5.783968e-06,8.631444e-06,4.2430775e-06,0.9999813
"Nigeria claims deal with Boko Haram on ceasefire, kidnapped girls",1195,discuss,discuss,discuss,0.03267405,0.0032772233,0.9639519,9.682803e-05
Not coming to a store near you: The pumpkin spice condom,2009,unrelated,unrelated,unrelated,3.8416856e-06,2.2626316e-06,5.8447245e-06,0.9999881
IRAQI AND KURDISH MEDIA REPORTS: ISIS FIGHTERS HAVE CONTRACTED EBOLA,1807,discuss,discuss,agree,0.8167264,0.022902401,0.16034488,2.6351689e-05
Was Heart-Tugging Viral Video Of Generous Homeless Man All A Hoax?,1934,unrelated,unrelated,unrelated,1.0499519e-05,3.6299243e-06,2.4198076e-05,0.9999616
Two GOP Congressmen Say Suspected Terrorists Caught Crossing U.S.–Mexico Border,359,unrelated,unrelated,unrelated,2.3834057e-06,2.2201677e-06,1.737724e-06,0.9999937
Seth Rogen to play Steve Wozniak alongside Christian Bale's Steve Jobs,1262,discuss,discuss,discuss,0.05875409,0.030281316,0.910816,0.00014855344
"Obama, Outraged Over Beheading, Vows to Stay on Course",1679,discuss,discuss,unrelated,0.08193349,0.022606831,0.12430626,0.77115345
Does ISIS Have Ebola? Probably Not! Media Reports It Anyway,2075,discuss,discuss,discuss,0.08465636,0.0048371884,0.9077691,0.0027373156
Man breaks down in tears when a lost recording of his deceased wife resurfaces,1864,unrelated,unrelated,unrelated,0.006528549,0.0006967927,0.003531687,0.9892429
Michael Phelps' girlfriend was born male but did not tell swimmer about her past,1029,agree,agree,agree,0.5585204,0.019516455,0.42162105,0.00034210776
"Reports Isis fighters have contracted Ebola are 'incorrect', says Iraqi health ministry",979,unrelated,unrelated,unrelated,4.1847074e-06,1.0024934e-06,8.633224e-06,0.9999862
Jihadi John UNMASKED: Islamic State killer NAMED as west Londoner Mohammed Emwazi,2125,unrelated,unrelated,unrelated,2.2710183e-06,3.3931966e-07,4.042745e-06,0.9999933
7 Bosnian teens get pregnant on school trip,499,unrelated,unrelated,unrelated,0.00014299777,1.4084061e-05,0.0003219313,0.999521
Durex Is Not Making Pumpkin Spice Condoms After All: A Hoax Debunked,1406,unrelated,unrelated,unrelated,2.6488235e-06,1.4351141e-06,1.3260957e-06,0.99999464
That Boko Haram Ceasefire in Nigeria Isn’t A Ceasefire,1761,discuss,discuss,discuss,0.1828077,0.034085628,0.7354703,0.04763639
Rat problem worsens at One World Trade Center offices of Conde Nast,2064,agree,agree,discuss,0.044793103,0.00624811,0.94894356,1.5205599e-05
"Jess Smith, 19, Claims She Was Teletubbies' Giggling Baby: What Did She Get Paid?",34,unrelated,unrelated,unrelated,8.615203e-06,5.7233603e-07,8.622362e-06,0.99998224
"No, a bird didn't poop on Vladimir Putin",1006,unrelated,unrelated,unrelated,0.00029476397,4.547393e-05,0.0032583198,0.9964014
The Guy Who Said a Spider Burrowed Under His Skin? Experts Say…,730,unrelated,unrelated,unrelated,1.8831179e-05,1.6582297e-05,2.885098e-05,0.99993575
"Boko Haram denies truce, says kidnapped girls married",1006,unrelated,unrelated,unrelated,3.920046e-07,1.8152481e-07,3.2784199e-06,0.9999962
"Google to buy big chunk of Pacific Shores, iconic Redwood City office park",1006,discuss,discuss,discuss,0.008081801,0.015291048,0.9765719,5.5298675e-05
America's oldest time capsule unearthed at Boston statehouse after being buried in 1795 by Sam Adams and Paul Revere,2003,unrelated,unrelated,unrelated,3.751819e-05,3.9992888e-06,5.0245748e-05,0.9999082
"Calm down everyone, Banksy hasn't been arrested: 9 clues that it's a hoax",2468,agree,agree,discuss,0.35290232,0.05021592,0.5855124,0.011369393
Former PGA Tour player: Tiger Woods suspended for drug test failure,2330,discuss,discuss,discuss,0.3378063,0.051902644,0.61017174,0.00011929753
Apple Watch to sell 15M units in 2015 and ‘ignite global smartwatch market’,1524,discuss,discuss,discuss,0.07397366,0.0018321503,0.9240295,0.00016462145
"Apple's New MacBook Will Be A Thinner, Cleaner, Faster 12-Inch MacBook Air",45,unrelated,unrelated,unrelated,2.5403513e-06,1.2464894e-06,8.829666e-07,0.99999535
ISIS Reportedly Beheads U.S. Journalist James Wright Foley on Camera,2127,unrelated,unrelated,unrelated,6.7114443e-06,2.8467734e-06,6.6918738e-06,0.9999838
"Michael Phelps' self-proclaimed 'girlfriend', 41, reveals she was born a male as she describes her 'amazing intimacy' with Olympic swimmer",1524,unrelated,unrelated,unrelated,4.5533244e-07,3.7268384e-07,4.973354e-07,0.9999987
Militant Group Says It Killed American Journalist in Syria,1574,unrelated,unrelated,unrelated,2.029008e-05,4.043614e-06,6.6185335e-06,0.999969
Nun who gave birth ‘had no idea’ she was pregnant,1720,discuss,discuss,discuss,0.3192749,0.028047651,0.6526622,1.5211398e-05
DNA test confirms child is IS head Abu Bakr al-Baghdadi's daughter,170,unrelated,unrelated,unrelated,8.997086e-07,2.5846564e-06,4.978151e-06,0.99999154
Ottawa Shooting: Soldier Shot at Canada's National War Memorial,2347,agree,agree,discuss,0.3677364,0.0646124,0.56735337,0.00029782718
"Macaulay Culkin Dead? Hoax Goes Viral, Claims Actor Found Dead in Apartment",2022,unrelated,unrelated,unrelated,1.24547e-07,6.0524763e-09,1.2287126e-07,0.99999976
"Obama, Outraged Over Beheading, Vows to Stay on Course",524,unrelated,unrelated,unrelated,1.1064365e-05,3.0294425e-06,1.2248187e-05,0.99997365
Audio of gunfire in Michael Brown case authenticated by app company,1446,discuss,discuss,discuss,0.077249594,0.023858605,0.898819,7.27715e-05
Seven girls fall pregnant after five day school trip in Bosnia and Herzegovina,499,unrelated,unrelated,unrelated,5.5238643e-06,2.6314694e-06,6.092335e-06,0.9999857
Nigeria: hopes for return of kidnapped schoolgirls rise after ceasefire reported,459,unrelated,unrelated,unrelated,2.6206691e-05,1.29022455e-05,2.4871484e-05,0.999936
North Korean dictator Kim Jong-Un to open restaurant in Scotland,570,unrelated,unrelated,unrelated,1.9752802e-06,1.1431762e-06,2.9153464e-06,0.9999939
Video shows dramatic moment bullet strikes U.S. Marine’s head — and he survives thanks to kevlar helmet,320,unrelated,unrelated,unrelated,4.2086765e-05,8.072663e-06,0.00071548624,0.9992343
WAS NBC METEOROLOGIST MIKE SEIDEL PEEING IN THE SNOW ON CAMERA? A TESTY BRIAN WILLIAMS EXPLAINS,1406,unrelated,unrelated,unrelated,3.9944174e-05,4.148442e-05,3.6550988e-05,0.999882
North Korea denies reports Kim Jong-un is to open state-backed restaurant in Scotland,955,unrelated,unrelated,unrelated,6.824555e-05,1.5460393e-05,0.00028298708,0.9996333
Congressman: ‘At least 10 ISIS fighters’ caught trying to cross into US,1012,discuss,discuss,discuss,0.10784544,0.0059374073,0.88309914,0.0031180258
"What We Know About Kim Yo Jong, Who May Control North Korea",986,unrelated,unrelated,unrelated,1.8973537e-06,2.870885e-07,1.3117842e-06,0.99999654
Judicial Watch's Farrell: ISIS Terrorists Did Cross Mexican Border,570,unrelated,unrelated,unrelated,0.00063600455,0.00038910357,0.0023143776,0.9966606
Tourist wakes to find strange red trail on his stomach - and discovers a spider has burrowed through his appendix scar and crawled UNDER his skin while on holiday in Bali,170,unrelated,unrelated,unrelated,2.0799891e-07,5.963075e-07,4.660952e-07,0.9999987
Militant Group Says It Killed American Journalist in Syria,1720,unrelated,unrelated,unrelated,0.00014652018,0.00014832056,0.00027066842,0.9994344
White House fence-jumper made it far deeper into building than previously known,955,unrelated,unrelated,unrelated,1.7720036e-05,8.223028e-06,3.4682107e-05,0.9999393
Rapper identified as James Foley's executioner: reports,850,discuss,discuss,discuss,0.033038292,0.0056261746,0.89116913,0.07016639
